nombre,apellidos,correo,aerolinea,origen,"destino final",escalas,"fecha y hora salida","fecha y hora llegada",equipaje,asiento,"fecha reserva",precio_final,pago
Karly,"Renac Gormally",kgormally1n@mapquest.com,LATAM,UIO,UIO,"sin escalas","2023-01-03 04:54:32","2023-01-28 02:49:38",basico,Aleatorio,2022-11-28,530,paypal
Andres,"Quintero Roca",andres_69@gmail.com,GOL,VVI,GRU,"1 escala","2023-02-11 21:35:28","2023-02-15 12:23:38",basico,Aleatorio,2022-11-28,619,"tarjeta de credito"
Felipe,"Guerrero Perez",guerrero.265@hotmail.com,LATAM,UIO,EZE,"sin escalas","2023-02-05 16:53:58","2023-02-07 06:19:19",basico,Aleatorio,2022-11-28,483,"tarjeta de credito"
Brnaba,"Beckinsale Marchant",bmarchant4@altervista.org,GOL,SCL,BOG,"3 escalas","2023-03-09 08:14:06","2023-03-03 13:20:50",basico,Aleatorio,2022-11-28,315,"tarjeta de credito"
Tedman,"Eschelle Maliphant",tmaliphantp@cnn.com,"SKY Airline",GRU,BOG,"sin escalas","2023-03-08 04:26:38","2023-03-06 09:00:48",basico,Aleatorio,2022-11-28,402,"tarjeta de credito"
Dena,"Lamy Duffer",dduffer9@typepad.com,GOL,EZE,SCL,"3 escalas","2023-03-28 22:29:44","2023-03-09 04:04:07",basico,Aleatorio,2022-11-28,346,"tarjeta de credito"
Bentley,"Allden Bushrod",bbushrody@woothemes.com,"SKY Airline",UIO,GRU,"3 escalas","2023-03-14 10:27:08","2023-03-02 22:39:14",basico,Aleatorio,2022-11-28,253,"tarjeta de credito"
Sterne,"Yakushkev Mossbee",smossbee1b@ovh.net,LATAM,LIM,BOG,"sin escalas","2023-03-16 08:28:27","2023-03-22 02:55:13",basico,Aleatorio,2022-11-28,452,"tarjeta de credito"
Felipe,"Guerrero Perez",guerrero.265@hotmail.com,GOL,UIO,GRU,"1 escala","2023-03-05 02:10:56","2023-03-02 19:01:44",basico,Aleatorio,2022-11-28,777,paypal
Nessie,"Minshall Flounders",nflounders1d@indiatimes.com,Easyfly,UIO,GRU,"sin escalas","2023-01-03 09:48:01","2023-01-07 22:46:20",posterior+mano,Posterior,2022-11-28,438,"tarjeta debito"
Cherin,"Flowers Nussey",cnussey5@blogspot.com,Easyfly,EZE,SCL,"3 escalas","2023-01-20 23:04:23","2023-01-17 05:08:23",posterior+mano,Posterior,2022-11-28,288,"tarjeta de credito"
Francklyn,"McEvilly Jantzen",fjantzenn@mysql.com,JetSmart,SCL,BOG,"2 escalas","2023-01-09 17:34:37","2023-01-20 14:09:22",posterior+mano,Posterior,2022-11-28,309,"tarjeta de credito"
Concordia,"McWhirter Allderidge",callderidge19@canalblog.com,"SKY Airline",BOG,LIM,"3 escalas","2023-01-28 01:43:23","2023-01-28 16:34:32",posterior+mano,Posterior,2022-11-28,468,paypal
Margery,"Frammingham Kosel",mkosel6@skype.com,GOL,BOG,UIO,"3 escalas","2023-02-15 21:38:17","2023-02-21 23:47:23",posterior+mano,Posterior,2022-11-28,224,"tarjeta debito"
Bel,"Spalding Mantram",bmantram13@i2i.jp,GOL,VVI,GRU,"1 escala","2023-02-09 10:33:13","2023-02-11 09:01:47",posterior+mano,Posterior,2022-11-28,574,paypal
Lois,"Blaxley Maleney",lmaleney1j@wordpress.com,JetSmart,BOG,EZE,"1 escala","2023-02-10 23:12:54","2023-02-23 22:18:39",posterior+mano,Posterior,2022-11-28,309,"tarjeta de credito"
Francisca,"Carles Oda",foda10@uiuc.edu,LATAM,BOG,VVI,"1 escala","2023-02-14 05:12:21","2023-02-26 20:52:42",posterior+mano,Posterior,2022-11-28,837,"tarjeta debito"
Tully,"Mishaw Scargill",tscargill1a@tinyurl.com,"SKY Airline",GRU,LIM,"2 escalas","2023-02-15 05:53:05","2023-02-05 15:16:09",posterior+mano,Posterior,2022-11-28,351,paypal
Dedie,"Trahar McJury",dmcjuryu@umich.edu,LATAM,GRU,GRU,"2 escalas","2023-02-13 09:47:10","2023-02-21 10:49:21",posterior+mano,Posterior,2022-11-28,246,"tarjeta de credito"
Penn,"Palser Cudmore",pcudmorex@sogou.com,LATAM,SCL,GRU,"sin escalas","2023-02-16 03:01:50","2023-02-21 20:29:27",posterior+mano,Posterior,2022-11-28,498,paypal
Hortensia,"Breache Isham",hisham1m@t.co,GOL,SCL,SCL,"2 escalas","2023-03-12 05:32:17","2023-03-15 08:41:12",posterior+mano,Posterior,2022-11-28,798,"tarjeta de credito"
Bel,"Spalding Mantram",bmantram13@i2i.jp,GOL,VVI,LIM,"sin escalas","2023-03-27 15:10:44","2023-03-08 06:04:01",posterior+mano,Posterior,2022-11-28,579,"tarjeta debito"
Dedie,"Trahar McJury",dmcjuryu@umich.edu,LATAM,LIM,UIO,"1 escala","2023-01-06 15:54:17","2023-01-29 07:25:47",basico+carry_on,Aleatorio,2022-11-28,759,"tarjeta debito"
Sterne,"Yakushkev Mossbee",smossbee1b@ovh.net,GOL,EZE,GRU,"sin escalas","2023-01-02 19:23:20","2023-01-30 11:54:17",basico+carry_on,Aleatorio,2022-11-28,654,"tarjeta de credito"
Lois,"Blaxley Maleney",lmaleney1j@wordpress.com,Easyfly,UIO,UIO,"1 escala","2023-02-14 09:51:23","2023-02-25 23:06:17",basico+carry_on,Aleatorio,2022-11-28,821,"tarjeta de credito"
Tedman,"Eschelle Maliphant",tmaliphantp@cnn.com,GOL,VVI,LIM,"2 escalas","2023-02-04 20:11:42","2023-02-15 02:05:46",basico+carry_on,Aleatorio,2022-11-28,689,"tarjeta de credito"
Sterne,"Yakushkev Mossbee",smossbee1b@ovh.net,"SKY Airline",EZE,EZE,"1 escala","2023-02-01 23:12:03","2023-02-06 05:52:40",basico+carry_on,Aleatorio,2022-11-28,650,"tarjeta debito"
Josiah,"Buckam Bedder",jbedderg@php.net,LATAM,LIM,BOG,"sin escalas","2023-03-16 10:34:58","2023-03-01 07:35:27",basico+carry_on,Aleatorio,2022-11-28,472,"tarjeta debito"
Haze,"Bedells Flaune",hflaune1h@japanpost.jp,GOL,UIO,SCL,"2 escalas","2023-03-09 03:24:51","2023-03-12 16:22:34",basico+carry_on,Aleatorio,2022-11-28,450,"tarjeta de credito"
Britte,"Wandrey Myrie",bmyrier@feedburner.com,"SKY Airline",VVI,UIO,"3 escalas","2023-03-29 16:57:35","2023-03-21 08:07:27",basico+carry_on,Aleatorio,2022-11-28,271,"tarjeta de credito"
Gaelan,"Clemanceau Stilly",gstillyf@jugem.jp,JetSmart,LIM,BOG,"sin escalas","2023-03-28 07:53:32","2023-03-12 14:38:01",basico+carry_on,Aleatorio,2022-11-28,343,"tarjeta de credito"
Tedman,"Eschelle Maliphant",tmaliphantp@cnn.com,JetSmart,VVI,VVI,"3 escalas","2023-03-06 20:01:22","2023-03-05 21:16:05",basico+carry_on,Aleatorio,2022-11-28,772,paypal
Josiah,"Buckam Bedder",jbedderg@php.net,"SKY Airline",LIM,SCL,"2 escalas","2023-03-20 11:11:43","2023-03-11 05:28:01",basico+carry_on,Aleatorio,2022-11-28,753,paypal
Rowen,"Beauchamp Farquhar",rfarquhars@usnews.com,Easyfly,GRU,VVI,"1 escala","2023-01-13 00:56:45","2023-01-26 18:06:32",basico+carry_on+grande,Aleatorio,2022-11-28,818,"tarjeta de credito"
Mariana,"Hoyos Saavedra",marianita@gmail.com,"SKY Airline",LIM,UIO,"sin escalas","2023-01-18 12:29:34","2023-01-02 19:04:21",basico+carry_on+grande,Aleatorio,2022-11-28,462,paypal
Rowen,"Beauchamp Farquhar",rfarquhars@usnews.com,"SKY Airline",LIM,EZE,"1 escala","2023-02-02 08:38:14","2023-02-14 12:47:32",basico+carry_on+grande,Aleatorio,2022-11-28,395,"tarjeta debito"
Tully,"Mishaw Scargill",tscargill1a@tinyurl.com,LATAM,UIO,SCL,"3 escalas","2023-03-24 09:10:02","2023-03-14 06:14:00",basico+carry_on+grande,Aleatorio,2022-11-28,563,"tarjeta de credito"
Karly,"Renac Gormally",kgormally1n@mapquest.com,GOL,GRU,LIM,"3 escalas","2023-03-02 01:49:50","2023-03-26 18:33:02",basico+carry_on+grande,Aleatorio,2022-11-28,805,"tarjeta de credito"
Gaelan,"Clemanceau Stilly",gstillyf@jugem.jp,GOL,BOG,LIM,"1 escala","2023-03-06 11:15:51","2023-03-17 18:43:44",basico+carry_on+grande,Aleatorio,2022-11-28,628,"tarjeta de credito"
Niel,"Scotter Rohlf",nrohlf1g@elegantthemes.com,GOL,VVI,EZE,"sin escalas","2023-01-10 21:18:01","2023-01-27 17:51:16",basico+carry_on+extragrande,Aleatorio,2022-11-28,854,paypal
Concordia,"McWhirter Allderidge",callderidge19@canalblog.com,GOL,UIO,UIO,"sin escalas","2023-01-22 22:31:43","2023-01-26 03:07:43",basico+carry_on+extragrande,Aleatorio,2022-11-28,412,paypal
Lauren,"Westnedge L'Hommeau",llhommeaub@rambler.ru,Easyfly,SCL,SCL,"1 escala","2023-02-23 12:45:14","2023-02-19 05:15:13",basico+carry_on+extragrande,Aleatorio,2022-11-28,526,"tarjeta de credito"
Bentley,"Allden Bushrod",bbushrody@woothemes.com,LATAM,VVI,GRU,"1 escala","2023-02-18 22:36:02","2023-02-16 14:51:13",basico+carry_on+extragrande,Aleatorio,2022-11-28,584,"tarjeta debito"
Rory,"Antoniottii Morforth",rmorforth17@sakura.ne.jp,LATAM,SCL,BOG,"1 escala","2023-02-08 08:21:24","2023-02-11 08:54:57",basico+carry_on+extragrande,Aleatorio,2022-11-28,924,"tarjeta debito"
Cris,"Channer Deabill",cdeabillk@geocities.com,LATAM,SCL,BOG,"2 escalas","2023-03-03 14:11:03","2023-03-13 10:22:25",basico+carry_on+extragrande,Aleatorio,2022-11-28,542,"tarjeta de credito"
Bel,"Spalding Mantram",bmantram13@i2i.jp,GOL,SCL,UIO,"sin escalas","2023-03-29 09:49:58","2023-03-19 09:11:54",basico+carry_on+extragrande,Aleatorio,2022-11-28,407,"tarjeta de credito"
Nessie,"Minshall Flounders",nflounders1d@indiatimes.com,JetSmart,GRU,LIM,"sin escalas","2023-03-07 07:11:32","2023-03-17 04:37:01",basico+carry_on+extragrande,Aleatorio,2022-11-28,629,paypal
Fernando,"Martinez Rodriguez",f.martinez@hotmail.com,JetSmart,LIM,LIM,"sin escalas","2023-03-28 15:49:14","2023-03-18 12:04:45",basico+carry_on+extragrande,Aleatorio,2022-11-28,506,"tarjeta de credito"
Mauricio,"Quintero Diaz",q.m.1987@hotmail.com,"SKY Airline",EZE,UIO,"2 escalas","2023-03-16 23:55:45","2023-03-19 12:18:05",basico+carry_on+extragrande,Aleatorio,2022-11-28,543,"tarjeta de credito"
Emmey,"Pryell Tewkesbury",etewkesburyt@cornell.edu,"SKY Airline",SCL,VVI,"2 escalas","2023-03-03 00:17:50","2023-03-26 11:07:34",basico+carry_on+extragrande,Aleatorio,2022-11-28,542,"tarjeta de credito"
Hallsy,"Lingley Scudamore",hscudamore1c@cbsnews.com,LATAM,VVI,LIM,"1 escala","2023-01-07 17:02:55","2023-01-28 06:49:10",basico,Aleatorio,2022-11-26,746,"tarjeta de credito"
Luce,"Packman Largen",llargen11@jimdo.com,GOL,VVI,LIM,"sin escalas","2023-01-17 12:18:05","2023-01-11 21:36:34",basico,Aleatorio,2022-11-26,833,"tarjeta de credito"
Cris,"Channer Deabill",cdeabillk@geocities.com,JetSmart,SCL,LIM,"1 escala","2023-01-07 23:14:36","2023-01-25 04:21:41",basico,Aleatorio,2022-11-26,525,"tarjeta de credito"
Godfry,"Lyle Strathe",gstrathe16@amazon.com,Easyfly,UIO,EZE,"1 escala","2023-01-11 13:15:25","2023-01-05 18:59:35",basico,Aleatorio,2022-11-26,308,"tarjeta de credito"
Gaelan,"Clemanceau Stilly",gstillyf@jugem.jp,"SKY Airline",UIO,UIO,"1 escala","2023-01-25 07:54:29","2023-01-29 19:11:24",basico,Aleatorio,2022-11-26,435,"tarjeta de credito"
Timmy,"Seawell Doolan",tdoolan1l@youku.com,LATAM,SCL,UIO,"3 escalas","2023-02-04 08:52:44","2023-02-22 22:35:03",basico,Aleatorio,2022-11-26,575,"tarjeta de credito"
Nessie,"Minshall Flounders",nflounders1d@indiatimes.com,LATAM,SCL,VVI,"2 escalas","2023-02-17 06:30:07","2023-02-11 13:21:21",basico,Aleatorio,2022-11-26,812,paypal
Manda,"Crumbie Paudin",mpaudinq@imdb.com,LATAM,EZE,GRU,"3 escalas","2023-02-02 18:51:05","2023-02-25 09:28:32",basico,Aleatorio,2022-11-26,251,"tarjeta de credito"
Dimitri,"Guille Arter",darteri@europa.eu,"SKY Airline",GRU,GRU,"2 escalas","2023-02-04 14:57:00","2023-02-02 06:16:24",basico,Aleatorio,2022-11-26,840,"tarjeta de credito"
Timmy,"Seawell Doolan",tdoolan1l@youku.com,LATAM,EZE,UIO,"3 escalas","2023-03-30 06:43:30","2023-03-25 16:19:12",basico,Aleatorio,2022-11-26,785,"tarjeta de credito"
Paula,"Paulos Chirinos",m.paul.34@gmail.com,"SKY Airline",SCL,LIM,"2 escalas","2023-03-25 12:38:42","2023-03-05 10:35:18",basico,Aleatorio,2022-11-26,784,"tarjeta de credito"
Francklyn,"McEvilly Jantzen",fjantzenn@mysql.com,Easyfly,EZE,BOG,"1 escala","2023-03-19 23:42:59","2023-03-25 16:47:45",basico,Aleatorio,2022-11-26,311,"tarjeta de credito"
Rabbi,"Rydzynski Laddle",rladdleo@usgs.gov,"SKY Airline",EZE,GRU,"3 escalas","2023-03-02 16:25:17","2023-03-23 09:18:16",basico,Aleatorio,2022-11-26,438,paypal
Andres,"Quintero Roca",andres_69@gmail.com,Easyfly,UIO,EZE,"3 escalas","2023-03-05 18:33:55","2023-03-17 17:50:55",basico,Aleatorio,2022-11-26,356,paypal
Rory,"Antoniottii Morforth",rmorforth17@sakura.ne.jp,GOL,VVI,LIM,"sin escalas","2023-03-15 23:37:46","2023-03-12 16:32:35",basico,Aleatorio,2022-11-26,385,"tarjeta de credito"
Rabbi,"Rydzynski Laddle",rladdleo@usgs.gov,GOL,GRU,EZE,"sin escalas","2023-01-14 13:52:10","2023-01-03 01:15:46",posterior+mano,Posterior,2022-11-26,456,"tarjeta debito"
Hallsy,"Lingley Scudamore",hscudamore1c@cbsnews.com,Easyfly,BOG,LIM,"sin escalas","2023-01-11 23:06:02","2023-01-24 04:07:07",posterior+mano,Posterior,2022-11-26,318,"tarjeta de credito"
Godfry,"Lyle Strathe",gstrathe16@amazon.com,Easyfly,UIO,EZE,"sin escalas","2023-01-15 05:28:06","2023-01-27 12:29:43",posterior+mano,Posterior,2022-11-26,813,"tarjeta de credito"
Brnaba,"Beckinsale Marchant",bmarchant4@altervista.org,GOL,UIO,VVI,"sin escalas","2023-01-14 09:05:25","2023-01-04 22:45:25",posterior+mano,Posterior,2022-11-26,380,"tarjeta de credito"
Lois,"Blaxley Maleney",lmaleney1j@wordpress.com,LATAM,BOG,EZE,"2 escalas","2023-01-27 02:07:58","2023-01-11 03:08:58",posterior+mano,Posterior,2022-11-26,486,"tarjeta debito"
Margery,"Frammingham Kosel",mkosel6@skype.com,"SKY Airline",LIM,SCL,"1 escala","2023-01-23 20:32:37","2023-01-24 15:29:48",posterior+mano,Posterior,2022-11-26,488,"tarjeta debito"
Anderea,"Dawes Primarolo",aprimarolol@weibo.com,Easyfly,GRU,LIM,"1 escala","2023-01-17 07:17:26","2023-01-30 10:21:53",posterior+mano,Posterior,2022-11-26,765,"tarjeta de credito"
Elizabet,"Hackwell Hyatt",ehyatt14@diigo.com,"SKY Airline",BOG,UIO,"2 escalas","2023-01-26 05:38:20","2023-01-04 22:42:15",posterior+mano,Posterior,2022-11-26,652,"tarjeta de credito"
Felipe,"Guerrero Perez",guerrero.265@hotmail.com,"SKY Airline",BOG,EZE,"2 escalas","2023-02-03 17:55:44","2023-02-17 09:13:17",posterior+mano,Posterior,2022-11-26,534,"tarjeta de credito"
Godfry,"Lyle Strathe",gstrathe16@amazon.com,JetSmart,SCL,UIO,"1 escala","2023-02-12 21:12:34","2023-02-22 00:03:03",posterior+mano,Posterior,2022-11-26,829,"tarjeta de credito"
Dena,"Lamy Duffer",dduffer9@typepad.com,LATAM,SCL,UIO,"sin escalas","2023-03-28 06:43:23","2023-03-11 08:52:26",posterior+mano,Posterior,2022-11-26,552,"tarjeta de credito"
Felipe,"Guerrero Perez",guerrero.265@hotmail.com,Easyfly,EZE,VVI,"3 escalas","2023-03-11 10:55:42","2023-03-26 13:37:37",posterior+mano,Posterior,2022-11-26,578,"tarjeta debito"
Francklyn,"McEvilly Jantzen",fjantzenn@mysql.com,GOL,VVI,BOG,"sin escalas","2023-01-20 17:26:30","2023-01-25 05:36:01",basico+carry_on,Aleatorio,2022-11-26,894,paypal
Mauricio,"Quintero Diaz",q.m.1987@hotmail.com,Easyfly,GRU,LIM,"2 escalas","2023-01-24 06:20:15","2023-01-12 14:37:23",basico+carry_on,Aleatorio,2022-11-26,288,"tarjeta debito"
Margery,"Frammingham Kosel",mkosel6@skype.com,LATAM,GRU,EZE,"3 escalas","2023-01-24 21:19:11","2023-01-29 21:48:55",basico+carry_on,Aleatorio,2022-11-26,407,"tarjeta debito"
Niel,"Scotter Rohlf",nrohlf1g@elegantthemes.com,GOL,EZE,LIM,"2 escalas","2023-01-22 00:08:13","2023-01-14 03:23:48",basico+carry_on,Aleatorio,2022-11-26,630,paypal
Malynda,"Gallety Trump",mtrump7@live.com,LATAM,EZE,UIO,"3 escalas","2023-02-19 18:15:22","2023-02-27 17:53:03",basico+carry_on,Aleatorio,2022-11-26,452,paypal
Emmey,"Pryell Tewkesbury",etewkesburyt@cornell.edu,"SKY Airline",BOG,SCL,"1 escala","2023-03-12 13:25:41","2023-03-24 12:55:36",basico+carry_on,Aleatorio,2022-11-26,734,"tarjeta debito"
Hortensia,"Breache Isham",hisham1m@t.co,LATAM,EZE,BOG,"sin escalas","2023-01-18 20:01:52","2023-01-30 06:41:24",basico+carry_on+grande,Aleatorio,2022-11-26,949,"tarjeta de credito"
Francisca,"Carles Oda",foda10@uiuc.edu,"SKY Airline",BOG,UIO,"3 escalas","2023-01-05 04:53:49","2023-01-05 09:35:58",basico+carry_on+grande,Aleatorio,2022-11-26,701,"tarjeta de credito"
Mauricio,"Quintero Diaz",q.m.1987@hotmail.com,GOL,LIM,UIO,"1 escala","2023-01-18 09:47:52","2023-01-05 08:52:54",basico+carry_on+grande,Aleatorio,2022-11-26,561,"tarjeta de credito"
Alphonse,"Dowyer De Angelis",adeangelis1i@sfgate.com,LATAM,EZE,LIM,"1 escala","2023-02-22 23:51:15","2023-02-21 18:19:24",basico+carry_on+grande,Aleatorio,2022-11-26,323,"tarjeta debito"
Dena,"Lamy Duffer",dduffer9@typepad.com,"SKY Airline",LIM,SCL,"1 escala","2023-02-08 14:14:11","2023-02-04 08:27:05",basico+carry_on+grande,Aleatorio,2022-11-26,369,"tarjeta de credito"
Nessie,"Minshall Flounders",nflounders1d@indiatimes.com,JetSmart,LIM,GRU,"sin escalas","2023-02-09 19:16:22","2023-02-11 17:03:03",basico+carry_on+grande,Aleatorio,2022-11-26,747,"tarjeta de credito"
Paula,"Paulos Chirinos",m.paul.34@gmail.com,LATAM,VVI,UIO,"3 escalas","2023-02-20 06:18:52","2023-02-02 05:19:14",basico+carry_on+grande,Aleatorio,2022-11-26,479,"tarjeta de credito"
Niel,"Scotter Rohlf",nrohlf1g@elegantthemes.com,LATAM,LIM,UIO,"sin escalas","2023-02-07 07:15:23","2023-02-16 15:32:30",basico+carry_on+grande,Aleatorio,2022-11-26,675,"tarjeta de credito"
Brnaba,"Beckinsale Marchant",bmarchant4@altervista.org,LATAM,GRU,LIM,"2 escalas","2023-03-14 16:57:18","2023-03-10 04:05:59",basico+carry_on+grande,Aleatorio,2022-11-26,354,"tarjeta de credito"
Paula,"Paulos Chirinos",m.paul.34@gmail.com,GOL,GRU,LIM,"sin escalas","2023-03-01 11:34:02","2023-03-08 17:42:55",basico+carry_on+grande,Aleatorio,2022-11-26,837,"tarjeta de credito"
Francisca,"Carles Oda",foda10@uiuc.edu,"SKY Airline",EZE,SCL,"2 escalas","2023-03-08 03:22:13","2023-03-30 05:54:01",basico+carry_on+grande,Aleatorio,2022-11-26,560,"tarjeta de credito"
Hallsy,"Lingley Scudamore",hscudamore1c@cbsnews.com,"SKY Airline",BOG,SCL,"1 escala","2023-03-16 16:05:16","2023-03-04 07:14:14",basico+carry_on+grande,Aleatorio,2022-11-26,682,"tarjeta debito"
Bethany,"Brixey Basford",bbasford0@nyu.edu,LATAM,LIM,VVI,"2 escalas","2023-03-11 14:32:20","2023-03-14 04:54:08",basico+carry_on+grande,Aleatorio,2022-11-26,840,"tarjeta debito"
Niel,"Scotter Rohlf",nrohlf1g@elegantthemes.com,Easyfly,VVI,SCL,"2 escalas","2023-03-20 06:09:42","2023-03-15 18:42:20",basico+carry_on+grande,Aleatorio,2022-11-26,682,paypal
Concordia,"McWhirter Allderidge",callderidge19@canalblog.com,LATAM,UIO,LIM,"sin escalas","2023-03-07 21:39:41","2023-03-15 15:37:25",basico+carry_on+grande,Aleatorio,2022-11-26,563,"tarjeta de credito"
Fernanda,"Masias Rosinelli",f.masias@hotmail.com,Easyfly,GRU,SCL,"3 escalas","2023-01-05 21:16:33","2023-01-27 23:11:45",basico+carry_on+extragrande,Aleatorio,2022-11-26,485,"tarjeta de credito"
Hershel,"Rosewall Murrish",hmurrish1@shop-pro.jp,Easyfly,GRU,EZE,"2 escalas","2023-01-07 19:53:36","2023-01-05 16:10:02",basico+carry_on+extragrande,Aleatorio,2022-11-26,566,paypal
Karly,"Renac Gormally",kgormally1n@mapquest.com,"SKY Airline",LIM,VVI,"2 escalas","2023-01-23 23:06:38","2023-01-15 15:23:10",basico+carry_on+extragrande,Aleatorio,2022-11-26,338,paypal
Bentley,"Allden Bushrod",bbushrody@woothemes.com,"SKY Airline",EZE,LIM,"3 escalas","2023-02-25 03:03:40","2023-02-26 14:18:17",basico+carry_on+extragrande,Aleatorio,2022-11-26,522,"tarjeta debito"
Tedman,"Eschelle Maliphant",tmaliphantp@cnn.com,GOL,SCL,VVI,"3 escalas","2023-03-07 18:03:19","2023-03-11 18:11:54",basico+carry_on+extragrande,Aleatorio,2022-11-26,757,"tarjeta de credito"
Stanford,"Fateley Wogdon",swogdonm@abc.net.au,LATAM,BOG,UIO,"1 escala","2023-03-27 01:47:43","2023-03-20 16:25:22",basico+carry_on+extragrande,Aleatorio,2022-11-26,363,"tarjeta debito"
Haze,"Bedells Flaune",hflaune1h@japanpost.jp,Easyfly,BOG,SCL,"3 escalas","2023-03-24 08:02:22","2023-03-07 17:29:31",basico+carry_on+extragrande,Aleatorio,2022-11-26,941,"tarjeta debito"
Niel,"Scotter Rohlf",nrohlf1g@elegantthemes.com,LATAM,EZE,GRU,"3 escalas","2023-01-21 06:38:41","2023-01-21 05:15:19",basico,Aleatorio,2022-11-16,828,"tarjeta de credito"
Paula,"Paulos Chirinos",m.paul.34@gmail.com,LATAM,EZE,LIM,"2 escalas","2023-01-02 18:12:33","2023-01-13 04:41:31",basico,Aleatorio,2022-11-16,661,paypal
Rabbi,"Rydzynski Laddle",rladdleo@usgs.gov,GOL,SCL,VVI,"2 escalas","2023-01-23 20:39:39","2023-01-13 19:10:17",basico,Aleatorio,2022-11-16,498,"tarjeta de credito"
Gaelan,"Clemanceau Stilly",gstillyf@jugem.jp,JetSmart,UIO,LIM,"1 escala","2023-01-12 18:00:05","2023-01-26 05:35:04",basico,Aleatorio,2022-11-16,783,"tarjeta debito"
Ardelis,"Joost Jelf",ajelf8@prlog.org,"SKY Airline",GRU,SCL,"2 escalas","2023-01-19 13:43:18","2023-01-26 02:23:27",basico,Aleatorio,2022-11-16,429,"tarjeta debito"
Daniella,"Arrighetti Heard",dheardc@linkedin.com,LATAM,GRU,VVI,"1 escala","2023-02-13 16:20:28","2023-02-09 20:40:39",basico,Aleatorio,2022-11-16,815,paypal
Fernando,"Martinez Rodriguez",f.martinez@hotmail.com,"SKY Airline",BOG,UIO,"1 escala","2023-02-23 07:03:05","2023-02-15 04:01:10",basico,Aleatorio,2022-11-16,266,"tarjeta de credito"
Timmy,"Seawell Doolan",tdoolan1l@youku.com,GOL,UIO,GRU,"2 escalas","2023-02-24 13:25:53","2023-02-05 23:17:11",basico,Aleatorio,2022-11-16,342,"tarjeta de credito"
Rory,"Antoniottii Morforth",rmorforth17@sakura.ne.jp,LATAM,SCL,EZE,"2 escalas","2023-02-18 12:24:54","2023-02-26 22:00:04",basico,Aleatorio,2022-11-16,717,"tarjeta de credito"
Paula,"Paulos Chirinos",m.paul.34@gmail.com,"SKY Airline",SCL,VVI,"2 escalas","2023-03-28 00:08:06","2023-03-20 21:43:22",basico,Aleatorio,2022-11-16,283,"tarjeta de credito"
Daniella,"Arrighetti Heard",dheardc@linkedin.com,LATAM,VVI,EZE,"3 escalas","2023-03-10 11:02:28","2023-03-08 10:06:13",basico,Aleatorio,2022-11-16,632,"tarjeta de credito"
Jerry,"Duffitt Covill",jcovillh@etsy.com,"SKY Airline",UIO,BOG,"1 escala","2023-03-29 21:35:10","2023-03-21 23:19:46",basico,Aleatorio,2022-11-16,779,"tarjeta debito"
Godfry,"Lyle Strathe",gstrathe16@amazon.com,"SKY Airline",BOG,EZE,"1 escala","2023-03-30 05:07:39","2023-03-13 03:57:51",basico,Aleatorio,2022-11-16,412,"tarjeta de credito"
Karly,"Renac Gormally",kgormally1n@mapquest.com,LATAM,EZE,VVI,"1 escala","2023-03-03 11:39:13","2023-03-18 18:15:47",basico,Aleatorio,2022-11-16,346,"tarjeta debito"
Bethany,"Brixey Basford",bbasford0@nyu.edu,"SKY Airline",EZE,LIM,"1 escala","2023-01-17 12:06:55","2023-01-07 11:26:56",posterior+mano,Posterior,2022-11-16,285,paypal
Camila,"Alvarez Cueva",camila_24@hotmail.com,LATAM,LIM,EZE,"3 escalas","2023-01-11 15:15:50","2023-01-15 01:33:23",posterior+mano,Posterior,2022-11-16,614,"tarjeta debito"
Mariana,"Hoyos Saavedra",marianita@gmail.com,JetSmart,VVI,EZE,"2 escalas","2023-01-13 05:41:03","2023-01-27 08:47:58",posterior+mano,Posterior,2022-11-16,742,"tarjeta debito"
Luce,"Packman Largen",llargen11@jimdo.com,GOL,BOG,SCL,"2 escalas","2023-01-18 00:24:25","2023-01-26 22:27:01",posterior+mano,Posterior,2022-11-16,316,"tarjeta de credito"
Haze,"Bedells Flaune",hflaune1h@japanpost.jp,GOL,SCL,SCL,"3 escalas","2023-01-25 08:22:05","2023-01-17 18:00:42",posterior+mano,Posterior,2022-11-16,346,"tarjeta de credito"
Yule,"Bineham Montfort",ymontfort18@odnoklassniki.ru,"SKY Airline",VVI,SCL,"2 escalas","2023-02-24 10:19:51","2023-02-24 17:24:23",posterior+mano,Posterior,2022-11-16,598,"tarjeta debito"
Ambrosius,"Horlick Josselsohn",ajosselsohnj@360.cn,"SKY Airline",LIM,SCL,"1 escala","2023-02-10 03:07:51","2023-02-06 02:01:15",posterior+mano,Posterior,2022-11-16,433,"tarjeta de credito"
Anderea,"Dawes Primarolo",aprimarolol@weibo.com,GOL,LIM,VVI,"1 escala","2023-03-11 08:53:15","2023-03-11 05:28:48",posterior+mano,Posterior,2022-11-16,439,"tarjeta de credito"
Yule,"Bineham Montfort",ymontfort18@odnoklassniki.ru,LATAM,EZE,GRU,"3 escalas","2023-03-04 01:56:39","2023-03-18 14:11:26",posterior+mano,Posterior,2022-11-16,558,"tarjeta de credito"
Elizabet,"Hackwell Hyatt",ehyatt14@diigo.com,LATAM,GRU,GRU,"3 escalas","2023-03-02 10:28:10","2023-03-13 10:23:55",posterior+mano,Posterior,2022-11-16,819,"tarjeta debito"
